authorMeta/fans,authorMeta/name,collectCount,commentCount,createTimeISO,diggCount,isSponsored,locationMeta/city,locationMeta/locationName,shareCount,text,videoMeta/duration,webVideoUrl,playCount,brand,hour,day
4852,kalemhyrruph,46,2,2025-05-15 12:20:12+00:00,169,False,Kota Karawang,Kopi Janji Jiwa & Jiwa Toast - Karawang Central Plaza,22,"Promo voucher Janji Jiwa 🙌🏼
#promo #voucher #promotiktok #fyp #janjijiwacoffee #janjijiwa #janjijiwatoast #karawang #karawangcentralplaza ",13,https://www.tiktok.com/@kalemhyrruph/video/7504646206409248005,31400,Janji Jiwa,12,Thursday
1588,teyaeee,30,3,2025-07-13 01:03:34+00:00,163,False,Purworejo,Kopi Janji Jiwa & Jiwa Toast - Ruko Mayjen Soetoyo Purworejo,15,#purworejo #janjijiwa #janjijiwatoast #janjijiwacoffee #janjijiwapromo ,0,https://www.tiktok.com/@teyaeee/video/7526365853126905106,40700,Janji Jiwa,1,Sunday
8965,anandaputri6098,0,15,2023-12-27 05:37:57+00:00,163,False,Morowali Regency,Bahodopi,2,"Janji jiwa☕
#fyp 
#morowali_sulteng_bahodopi 
#janjijiwacoffee 
#cewek barista outfit ",13,https://www.tiktok.com/@anandaputri6098/video/7317144522549382405,3048,Janji Jiwa,5,Wednesday
8965,anandaputri6098,3,7,2023-12-31 12:27:04+00:00,160,False,Morowali Regency,Bahodopi,0,"🥱🥱
#barista #cewek barista outfit #fyp #janjijiwacoffee ",15,https://www.tiktok.com/@anandaputri6098/video/7318734295835708677,2891,Janji Jiwa,12,Sunday
67700,eatingforlyfe,29,2,2024-10-22 11:01:14+00:00,155,False,Unknown,Bandung City,8,"KOPI SUSU KARAMEL? NGGAK CUKUP CUMA 1 CUP SEHARI! 😍
.
Nongki di Janji Jiwa @kopijanjijiwa selalu seru! Dari Kopi Susu Sahabat yang bikin hati hangat, kini hadir varian terbaru: Kopi Susu Karamel. Kombinasi creamy yang membuat setiap tegukan jadi lebih spesial! 🤩
.
Dan kabar baiknya, ada PROMO BUY 1 GET 1 hanya 19K! 
.
Cuuus, langsung ke store Janji Jiwa dan cobain Kopi Susu Karamel! ✨
.
#eatingforlyfe #kopijanjijiwa #kopijanjijiwajakarta #janjijiwa #janjijiwacoffee #janjijiwakopi #kopisusukaramel #kopisusukarameljanjijiwa #minumankopi #minumankekinian #minumanhits #minumanhitz #minumanjamannow #minumanviral #minumanmasakini #minumanseger #minumandingin #minumanunik #minumankopienak #jktfoodie #jktfoodies #jktfoodblogger #jajanankekinian #jajananhits #jajananjamannow #jajananhitz ",30,https://www.tiktok.com/@eatingforlyfe/video/7428553410158267655,16100,Janji Jiwa,11,Tuesday
12700,petrikcantik,43,0,2025-07-12 14:58:34+00:00,153,False,Malang City,Kopi Janji Jiwa & Jiwa Toast - Terusan Borobudur Malang,27,"caranya klik tag lokasi di bawah , pilih menu promonya udah gitu aja sesimple itu yuhuuu #promotiktok #promotiktok #vouchertiktok #janjijiwa #janjijiwacoffee #janjijiwatoast #tiktokgoschoolholidayfest #promomakanliburan #tungtungmakanuntungmea #goalscreatorchallange ",0,https://www.tiktok.com/@petrikcantik/video/7526209964109516088,49800,Janji Jiwa,14,Saturday
7498,itsmesaumi,26,6,2025-03-14 05:19:43+00:00,148,False,Bandung Regency,Kopi Janji Jiwa & Jiwa Toast - Thee Matic Mall,14,#JelajahRamadan #couple #jajananviral #jajan #vouchertiktok #janjijiwa #kopisusuhazelnut #janjijiwacoffee ,11,https://www.tiktok.com/@itsmesaumi/video/7481530552470867206,59000,Janji Jiwa,5,Friday
5328,beyyakenken,3,4,2025-06-10 16:59:24+00:00,147,False,Surabaya,Kopi Janji Jiwa & Jiwa Toast - Ruko Palma Galeria,7,"Yuk segera checkout vouchernya sekarang juga karna promonya terbatas. Caranya :
1. Klik tag lokasi videoku
2. Pilih menunya
3. Lakukan pembayaran
4. Scan barcodenya ke kasir yah
Yuk checkout sekarang
#promomakanliburan #janjijiwa #janjijiwatoast #janjijiwacoffee ",18,https://www.tiktok.com/@beyyakenken/video/7514366366510599432,204,Janji Jiwa,16,Tuesday
2138,_heyyolla,19,5,2022-05-15 18:12:54+00:00,144,False,Unknown,Padang,22,Tempat nongki terbaru di padang🧋#fypシ #janjijiwacoffee #minanghits #gadihminang😘 #sumbarrancak #janjijiwatiktok #viraltiktokvideo #viraltiktok,20,https://www.tiktok.com/@_heyyolla/video/7098027762375462170,11300,Janji Jiwa,18,Sunday
8965,anandaputri6098,3,5,2023-12-25 17:38:27+00:00,140,False,Morowali Regency,Bahodopi,0,"yuhu🤗☕
##cewek barista outfit #janjijiwacoffee #morowali_sulteng_bahodopi #fyp @nurarifa00 ",13,https://www.tiktok.com/@anandaputri6098/video/7316588041089355014,2443,Janji Jiwa,17,Monday
5328,beyyakenken,1,0,2025-07-27 02:30:40+00:00,141,False,Jakarta,Kopi Janji Jiwa & Jiwa Toast - Kalibata City,4,"2 Kopi Susu Hazelnut Janji Jiwa Hanya 20rb an. Nih caranya :
1. Klik tag lokasi videoku
2. Pilih menunya
3. Lanjut pembayaran
4. Scan barcodenya ke kasir yah
yuk beli sekarang juga
#promomakangajian #janjijiwa #janjijiwatoast #janjijiwacoffee #janjijiwapromo ",16,https://www.tiktok.com/@beyyakenken/video/7531583502978993413,181,Janji Jiwa,2,Sunday
6484,yourcrushonly1,20,4,2025-05-15 22:03:38+00:00,140,False,Jakarta,Kopi Janji Jiwa - Mall Kota Kasablanka,3,"Caranya beli di tiktok gais, klik lokasi aja ya, beli trus tunjukin ke kasir deh

#BalapNgunyahSampaiBegah #jelajahjakarta #jelajahliburan #jelajahgajian #jelajahkuliner #jelajahbegah #janjijiwa #janjijiwatoast #janjijiwacoffee  #ttpetualangpro #ttpetualangnewbie #jakarta #promo #promotiktok #mallambasador #promomakangajian",0,https://www.tiktok.com/@yourcrushonly1/video/7504796537130716471,5525,Janji Jiwa,22,Thursday
28000,arriznaaufani,7,0,2025-06-05 18:36:14+00:00,136,False,Bekasi Regency,Kopi Janji Jiwa & Jiwa Toast - Pondok Ungu Bekasi,1,"save and share janji jiwa beli 1gratis 1 cuma 20ribuan
Caranya klik tag lokasi kiri bawah
Pilih voucher 
Bayar dan tukar vouchernya ke outlet terdekat dikotamu tinggal tunjukin barcode pembelian di tiktok
Gampang kan caranya? 
Yuk gercepin promonya 
bisa dine in/take away  
ingat check lokasi yang memenuhi ya
voucher ini bs ditukar di lokasi yang memenuhi /eligible ( checknya pas klik beli)
#janjijiwa 
#kulinerindonesia🥘🌶️🌶️🌶️ 
#kulinertiktok 
#kulinerindonesia 
#CapCut 
#fyp 
#jelajahgajian 
#jelajahlebaran 
#ttpetualangpro 
#ttpetualangnewbie 
#promogajian #promomakangajian #balapngunyahsampaibegah #infobekasi#kulinerbekasi #bekasihits #kulinerviral #kulinerpondokungupermai #promomakangajian #promomakanliburan #jelajahbegah #janjijiwa #janjijiwacoffee #kopi @Kopi Janji Jiwa ",23,https://www.tiktok.com/@arriznaaufani/video/7512535897179540741,25100,Janji Jiwa,18,Thursday
746,_sheliaaa_,21,3,2025-04-28 03:50:10+00:00,134,False,Wonogiri,Kopi Janji Jiwa & Jiwa Toast - Jendral Sudirman Wonogiri,1,#4u #fyb #xycba #fyppppppppppppppppppppppp #janjijiwacoffee #masukberandafyp ,0,https://www.tiktok.com/@_sheliaaa_/video/7498206320814853383,5616,Janji Jiwa,3,Monday
8965,anandaputri6098,1,20,2023-12-27 07:38:53+00:00,130,False,Morowali Regency,Bahodopi,2,#cewek barista outfit #janjijiwacoffee #fyp ,13,https://www.tiktok.com/@anandaputri6098/video/7317175701466008838,4452,Janji Jiwa,7,Wednesday
5311,vonnyindrawaty,18,6,2025-03-17 04:10:37+00:00,130,False,Banyumas Regency,Kopi Janji Jiwa & Jiwa Toast - Rita Supermall,14,"#kopienak #kopijanjijiwa #purwokerto 
@Kopi Janji Jiwa 

Yuk yuk 10K aja per reguler cup.

Klik tag lokasi yak...

#kulinertiktok #janjijiwatoast #janjijiwacoffee #jelajahkuliner #jelajahramadan #ttpetualangnewbie #kopi ",20,https://www.tiktok.com/@vonnyindrawaty/video/7482626011092258055,32400,Janji Jiwa,4,Monday
13300,bunbun_edukasi,11,0,2025-03-24 00:44:16+00:00,129,False,Bogor Regency,Kopi Janji Jiwa & Jiwa Toast - Metmall Cileungsi,13,"#CapCut Janji jiwa banyak PROMOnya guys...
#fyp #viral #metlandcileungsi #bunbunagency #bunbunedukasi #janjijiwa #janjijiwatoast #janjijiwacoffee ",33,https://www.tiktok.com/@bunbun_edukasi/video/7485170408765869319,20000,Janji Jiwa,0,Monday
2350,rizcadianticha,8,5,2025-07-16 01:10:43+00:00,133,False,Tangerang City,Kopi Janji Jiwa & Jiwa Toast - Arcadia Daan Mogot,4,definisi ngopi hemat ngenyangin tuh janji jiwa doang emang.. buruan di co #janjijiwa #janjijiwatoast #winkofwinner #janjijiwacoffee #promojanjijiwa #promomakananliburan #promomakangajian ,25,https://www.tiktok.com/@rizcadianticha/video/7527480968349748485,1806,Janji Jiwa,1,Wednesday
2185,cindy_sinora,47,2,2025-07-02 06:38:49+00:00,129,False,Ponorogo Regency,Kopi Janji Jiwa & Jiwa Toast - Ponorogo Diponegoro,27,"Tiap hari bisaa ngopiiyy kalo cuma 10k aja🤪🤪
Kalo gak percaya cobain aja guys
Klik lokasi video inii dan ikuti intruksinya
Jangan lupaa Ngopiiy ajakk bestiiee kamuuh ❤️❤️
#janjijiwacoffee #tiktokgo #promotiktok #promovouchertiktok #madiun24jam #ponorogo24jam 
#janjijiwa #janjijiwatoast ",0,https://www.tiktok.com/@cindy_sinora/video/7522370308045688120,40300,Janji Jiwa,6,Wednesday
191,shdjupi,1,0,2023-12-28 10:42:02+00:00,125,False,North Morowali Regency,Kolonodale,1,"@Amat_pampawa 💋
#janjijiwacoffee 
#morowaliutara🤞 ",23,https://www.tiktok.com/@shdjupi/video/7317593970920525061,2076,Janji Jiwa,10,Thursday
2882,journey_berdua,4,0,2025-04-07 03:25:40+00:00,123,False,Jakarta,"Kopi Janji Jiwa, Jiwa Toast & Jiwa Tea - Rukan Artha Gading",0,"Wowww,, buruan beli voucer tiktok @Kopi Janji Jiwa di video ini,,

Caranya gampang bangettt
Kalian klik tag lokasi di video ini terus pilih voucer yg kalian mau 
Gampang kan
#jelajahlebaran #jelajahbegah #travelhematramadan #janjijiwa #kopijanjijiwa #janjijiwacoffee #janjijiwatoast #balapngunyahsampaibegah ",23,https://www.tiktok.com/@journey_berdua/video/7490407222917238034,3904,Janji Jiwa,3,Monday
8965,anandaputri6098,2,4,2023-12-25 05:18:49+00:00,122,False,Morowali Regency,Keurea,1,"Ayo Mampir di Janji jiwa 😁
#janjijiwacoffee #morowali_sulteng_bahodopi ",24,https://www.tiktok.com/@anandaputri6098/video/7316397445368302853,1934,Janji Jiwa,5,Monday
4615,lusiiii16_,0,0,2025-03-26 15:45:09+00:00,120,False,Bandung City,Kopi Janji Jiwa & Jiwa Toast - Istana Plaza Bandung,0,"Guys sekarang ngopi di Janji Jiwa cuma 10ribuan aja loh
buat dapetin diskonnya kamu cuma perlu beli lewat tiktok
caranya klik tag lokasi yang ada dibawah, pilih voucher yang mau dibeli
voucher dapat ditukarkan di seluruh outlet Janji Jiwa terdekat dikotamu 

#JelajahRamadhan #JelajahRomantis #jelajahbegah #ttpetualangpro #jelajahkuliner #jelajahindonesia #promo #diskon #kuliner #Ramadhan #bukber #bukberbarengtemen #janjijiwa #janjijiwatoast #janjijiwacoffee #janjijiwapromo ",15,https://www.tiktok.com/@lusiiii16_/video/7486144764241300754,13000,Janji Jiwa,15,Wednesday
19800,rajegmania,11,1,2025-05-12 10:19:31+00:00,119,False,Tangerang City,Kopi Janji Jiwa & Jiwa Toast - Ruko Sangiang,7,Diskon menarik buat pecinta kopii #janjijiwa #janjijiwatoast #janjijiwacoffee #janjijiwacoffee #diskonjanjijiwa ,28,https://www.tiktok.com/@rajegmania/video/7503501841833954615,25200,Janji Jiwa,10,Monday
1136,triakkkkk_,6,0,2025-06-24 08:03:48+00:00,116,False,Jakarta,Kopi Janji Jiwa & Jiwa Toast - RSUD Koja,0,"kapan lagi bisa ngopi dengar harga murah gini guyssss dapetin promonya langsung klik tag lokasi dibawah ya guys🤗🥰✨
#janjijiwa #janjijiwacoffee #voucherjanjijiwa #vouchermurahtiktok #promotiktok ",0,https://www.tiktok.com/@triakkkkk_/video/7519423515620068664,13200,Janji Jiwa,8,Tuesday
10100,adi.nr12,2,2,2025-05-24 00:47:54+00:00,117,False,Depok,Kopi Janji Jiwa & Jiwa Toast - Margo City Mall,2,"Ngopi enak ala anak kantor? Bisa banget mulai 13ribuan Tinggal klik tag lokasi, beli vouchernya, dan tunjukin di outlet. Gak ribet!
#jelajahbegah #promotiktok #fyp #PromoMakanGajian #JanjiJiwa #janjijiwacoffee ",15,https://www.tiktok.com/@adi.nr12/video/7507807562163571973,5754,Janji Jiwa,0,Saturday
5619,khanara_845,0,11,2022-03-20 02:02:05+00:00,116,False,Unknown,Unknown,51,"bukan korban ghosting,tp korban kopi,,ora turu blas smpe esuk😆#OreoBantuAyah #PUBGMOBILEColor4 #RedoxonKids #janjijiwacoffee",15,https://www.tiktok.com/@khanara_845/video/7076996819816926490,478,Janji Jiwa,2,Sunday
20100,fauzibani9,14,1,2025-05-27 14:00:54+00:00,116,False,Lebak Regency,Kopi Janji Jiwa & Jiwa Toast - Rangkasbitung Multatuli,12,Para umkm rangkasbitung lagi baik.banyak bonus nya#janjijiwa #janjijiwacoffee #rangkasbitung ,14,https://www.tiktok.com/@fauzibani9/video/7509125178341756165,12000,Janji Jiwa,14,Tuesday
2882,journey_berdua,5,0,2025-04-07 16:41:48+00:00,115,False,Bekasi City,Kopi Janji Jiwa & Jiwa Toast - Ruko Plaza Pondok Gede Jilid 244,1,"Kuy ngopi murah pake voucer di tiktok,, di @Kopi Janji Jiwa 
Caranya gampang banget 
Kalian tinggal klik tag lokasi di video ini
Dan beli voucernya deh
#jelajahlebaran #jelajahbegah #travelhematramadan #balapngunyahsampaibegah #janjijiwa #janjijiwatoast #janjijiwacoffee #janjijiwapromo ",24,https://www.tiktok.com/@journey_berdua/video/7490612384277499143,2494,Janji Jiwa,16,Monday
67700,eatingforlyfe,3,1,2024-12-28 11:15:06+00:00,114,False,Jakarta,Kelapa Gading,0,"GEBRAKAN BARU JANJI JIWA KOPI RASA MINT 🤩
.
Spesial di akhir tahun Janji Jiwa ada varian mint series yang bikin tahun baru makin seru @kopijanjijiwa 😍
.
Favorit aku yang Dark Chocolate Mint seger poll! ✨
.
Cobain juga yuk guys 🥰
.
#eatingforlyfe #janjijiwa #kopijanjijiwa #janjijiwacoffee #janjijiwajakarta #mintseries #mintseriesjanjijiwa #janjijiwamintseries #kopisusu #kopisusumint #minumankopi #jktfoodie #jktfoodies #jktfoodblogger #minumankopilatte #minumankopienak #minumankopisusujakarta #minumankekinian #minumanhits #minumanhitz #minumanviral #minumandingin #minumankopijakarta #promojanjijiwa #kulinerjakartautara #minumanrasamint #ttpetualangpro #ttpetualangnewbie #ttpetualangepic #ttpetualangmaster #ttpetualangchampion #ttpetualanganpro #ttpetualangannewbie ",22,https://www.tiktok.com/@eatingforlyfe/video/7453419680988941575,5738,Janji Jiwa,11,Saturday
2042,dewi_case,6,4,2025-06-27 08:02:22+00:00,113,False,Cianjur,Kopi Janji Jiwa & Jiwa Toast - Ruko Cipanas,2,"sama temen.. pasangan atau... 
asal jangan suami orang 😜
tag lokasi buat dapet in diskon nya 
#masukberandafypシ #4U #janjijiwacoffee #cipanas ",0,https://www.tiktok.com/@dewi_case/video/7520536413339716920,7371,Janji Jiwa,8,Friday
4223,diarycimut,2,0,2025-04-06 16:17:28+00:00,112,False,Jakarta,Kopi Janji Jiwa & Jiwa Toast - MKG 3,3,"Buruan di beli voucer hemat tiktok di video ini yaaaa,, biar bs makan dan ngopi hemat di @Kopi Janji Jiwa 
#janjijiwa #janjijiwacoffee #janjijiwatoast #jelajahlebaran #jelajahramadan #jelajahjakarta #jelajahbegah #balapngunyahsampaibegah #jajanantiktok #jajanhemat #jelajahjakarta #ttpetualangnewbie #ttpetualangmaster ",19,https://www.tiktok.com/@diarycimut/video/7490235027880561927,3560,Janji Jiwa,16,Sunday
1115,heiaiii,1,1,2025-04-06 02:34:41+00:00,108,False,Blora,Kopi Janji Jiwa & Jiwa Toast - Cepu,12,"Pejamkan mata, bayangkan muka walid 🥲

#mieseblakprasmanan #seblakblora #seblakweru #seblakprasmananblora #seblakwerutemurejo  #seblakprasmanan #seblaksunda #seblak #walid #filmbidaah #janjijiwa #janjijiwatoast #janjijiwacoffee #janjijiwapromo ",16,https://www.tiktok.com/@heiaiii/video/7490022994492853512,9044,Janji Jiwa,2,Sunday
27800,heyitsocaaa,9,2,2025-04-02 14:37:41+00:00,105,False,Bogor Regency,Kopi Janji Jiwa & Jiwa Toast - Pasar Raya Parung,9,"Modal 13 ribu, udah bisa ngopi di @Kopi Janji Jiwa 

Cara claim voucher nya, klik lokasi di video ini, lalu sebelum payment jangan lupa pilih outlet yang terdekat di daerah rumah kalian masing-masing yaa 😉

#balapngunyahsampaibegah #jelajahramadan #jelajahbegah #ttpetualangpro #tiktokgo  #promotiktok #vouchertiktok #heyitsocaaa #jelajahlebaran #janjijiwa #janjijiwacoffee ",16,https://www.tiktok.com/@heyitsocaaa/video/7488724983997369618,20000,Janji Jiwa,14,Wednesday
1285,produkemakkkkk,0,9,2025-03-29 16:20:22+00:00,106,False,Unknown,Unknown,0,🤏🏻🥹 #janjijiwacoffee #sinarengandenicaknanbellabonitacunda #fybシviral #jogja24jam⚡ ,15,https://www.tiktok.com/@produkemakkkkk/video/7487267097303649554,541,Janji Jiwa,16,Saturday
14000,chi2handayani,8,0,2025-03-16 05:45:17+00:00,105,False,Jakarta,Kopi Janji Jiwa & Jiwa Toast - Sarinah,16,"Toast janji jiwa cuma 20 ribuan lho, iyaa kalo beli voucher nya di tiktok!!!

#jelajahramadan #janjijiwa #jiwatoast #janjijiwacoffee #promojanjijiwa ",16,https://www.tiktok.com/@chi2handayani/video/7482279331188706568,31900,Janji Jiwa,5,Sunday
11200,rajajualannih,5,0,2025-02-14 08:07:56+00:00,103,False,Tangerang City,Kopi Janji Jiwa & Jiwa Toast - Ruko Raden Patah,3,"Kabar gembira buat pecinta kopi, kopi janji jiwa join promo tiktok #tiktokgo #promotiktok #TTPetualangNewbie #promokopi #janjijiwa #janjijiwatoast #kopijanjijiwa #janjijiwacoffee ",17,https://www.tiktok.com/@rajajualannih/video/7471183530484157703,12200,Janji Jiwa,8,Friday
954,sigittirawann,2,2,2021-12-13 02:44:43+00:00,103,False,Unknown,Pringsewu,0,#disponsori rame kenapa #fypシ #janjijiwa #janjijiwacoffee,17,https://www.tiktok.com/@sigittirawann/video/7041012537399217409,455,Janji Jiwa,2,Monday
13400,oreyosoftcake,4,1,2025-06-10 01:28:42+00:00,106,False,Grobogan Regency,Kopi Janji Jiwa & Jiwa Toast - Hayam Wuruk Purwodadi,4,#janjijiwa #janjijiwacoffee #janjijiwapromo #janjijiwatiktok #kulinerpurwodadi #kulinerpurwodadigrobogan #kulinerpurwodadiviral #kulinerpurwodadifyp #kulinerpurwodadi🍝🍸🍴 #kulinerpurwodadirecommended #kulinerpurwodadihitz ,9,https://www.tiktok.com/@oreyosoftcake/video/7514126523713015048,14800,Janji Jiwa,1,Tuesday
5795,nike_wirawan,27,0,2025-03-22 17:38:09+00:00,101,False,Pemalang,Kopi Janji Jiwa & Jiwa Toast - Comal Jend Sudirman,6,"Ngopi @Kopi Janji Jiwa cuma 10 ribu 🤤
#janjijiwa #janjijiwacoffee 
#janjijiwapromo #kopijanjijiwa 
#tiktoklocation #tiktokgo ",37,https://www.tiktok.com/@nike_wirawan/video/7484689539143978245,24400,Janji Jiwa,17,Saturday
12700,petrikcantik,36,0,2025-07-14 05:13:06+00:00,102,False,Malang City,Kopi Janji Jiwa & Jiwa Toast - Terusan Borobudur Malang,11,"bisa klaim di semua outlet janji jiwa loh, gaskeun sekarang mumpung promonya masih ada caranya klik tag lokasi yuhuu#promotiktok #vouchertiktok #tiktokgoschoolholidayfest #goalscreatorchallange #meago #promomakanliburan #tungtungmakanuntungmea #janjijiwa #janjijiwacoffee #janjijiwatoast ",0,https://www.tiktok.com/@petrikcantik/video/7526801248218025221,27200,Janji Jiwa,5,Monday
25400,apadimakassar,14,6,2025-05-06 05:11:42+00:00,101,False,Surakarta City,Kopi Janji Jiwa & Jiwa Toast - Honggowongso,17,"Jangan lupa beli voucher di tiktok sebelum ke janji jiwa 
#BalapNgunyahSampaiKenyang #promotiktok #janjijiwatoast #janjijiwa #janjijiwacoffee ",21,https://www.tiktok.com/@apadimakassar/video/7501196018273242376,17300,Janji Jiwa,5,Tuesday
2278,kang.review0,10,0,2025-04-08 06:53:37+00:00,100,False,Cirebon,Kopi Janji Jiwa & Jiwa Toast - Raya Ciledug,3,"Cara Biar Dapet Promo nya
- klik kode lokasi di kiri bawah
- Lakukan pembayaran
- Tunjukkan barcode pembayaran pada kasir#janjijiwamurah #janjijiwacoffee #kopijanjijiwa #janjijiwa ",15,https://www.tiktok.com/@kang.review0/video/7490831896113433874,24700,Janji Jiwa,6,Tuesday
18000,pwstryy,5,2,2025-05-30 15:46:05+00:00,97,False,Purworejo,Kopi Janji Jiwa & Jiwa Toast - Ruko Mayjen Soetoyo Purworejo,18,"Gercepin mumpung masih ada diskonnya😍🙌🏻

#janjijiwa #janjijiwatoast #janjijiwacoffee #purworejo #janjijiwapurworejo #promojanjijiwa ",11,https://www.tiktok.com/@pwstryy/video/7510265541609655608,9336,Janji Jiwa,15,Friday
3285,itsmefarichatuljannah,3,1,2025-03-30 13:03:39+00:00,97,False,Blora,Kopi Janji Jiwa & Jiwa Toast - Cepu,3,Kopi Janji Jiwa cepu #kopi #kopijanjijiwa #janjijiwa #janjijiwatoast #janjijiwacoffee #janjijiwacepu #ngopi #ngopisantuy #lebaran #lebaran2025 ,41,https://www.tiktok.com/@itsmefarichatuljannah/video/7487587498609134855,11300,Janji Jiwa,13,Sunday
4945,yuliaernawati31,22,2,2025-07-09 05:11:18+00:00,97,False,Bekasi City,Kopi Janji Jiwa & Jiwa Toast - Lagoon Avenue Mall Bekasi,20,"Makin hemat ngopi di Janji Jiwa! 2 toast + 2 minuman cuma 50 ribuan.

Caranya:
-klik lokasi Janji Jiwa yang warna hijau di video ini
-lalu muncul voucher Janji Jiwa
-pilih voucher nya
-klik beli dan selesaikan pembayaran 
-cek voucher di tab pesanan
-lalu tunjukkan QR code ke kasir di outlet Janji Jiwa

*Voucher berlaku di outlet tertentu, kuota voucher terbatas*

#TTPetualangPro #TTPetualangNewbie #JelajahBegah #JelajahGajian  #TiktokGo #vouchertiktok #diskontiktok #promotiktok #janjijiwa #janjijiwacoffee #janjijiwacoffee #kopikekinian #kopisusu #PromoMakanGajian  
#BalapNgunyahSampaiBegah 
#TikTokGO #CreatorCuan #MakanDanLiburan #kulinertiktok #foodtiktok #promogajian #promomakanliburan #tiktokgomea #tungtungmakanuntung #tungtungmakanuntungmea #tiktokgoschoolholidayfest ",15,https://www.tiktok.com/@yuliaernawati31/video/7524945367864036615,18500,Janji Jiwa,5,Wednesday
2805,wahyuwiddyah,18,0,2025-07-05 16:23:22+00:00,96,False,Kendal,Kopi Janji Jiwa & Jiwa Toast - Soetta Kendal,6,kamu jangan sampe lewatin lho promo spesial dari tiktok. karna promo terbatas. langsung klik tag lokasi sekarang juga untuk dapatin voucher promo tiktok!! 🤩 #JelajahBegah #promomakanliburan #promomakangajian #promoliburan #janjijiwa #janjijiwatoast #janjijiwacoffee #janjijiwapromo #kopijanjijiwa #kendal #kendalhits #kendaljateng ,15,https://www.tiktok.com/@wahyuwiddyah/video/7523634213585767736,26300,Janji Jiwa,16,Saturday
16900,vilya_ayya,14,3,2025-04-28 14:01:48+00:00,96,False,Pasuruan Regency,Kopi Janji Jiwa & Jiwa Toast - Taman Dayu Pasuruan,13,@Kopi Janji Jiwa Promo di tiktok #janji #jamjijiwacoffe #janjijiwacoffee #janjijiwapromo #promokopi #janjijiwatamandayu #tamandayupandaan #tamandayugolfresort #kulinertamandayu #kulinerpandaan ,0,https://www.tiktok.com/@vilya_ayya/video/7498363845736598801,13300,Janji Jiwa,14,Monday
383,caramelow15,3,13,2025-03-18 07:33:37+00:00,99,False,Unknown,Unknown,0,#fyppppppppppppppppppppppp #fypシ゚viral🖤tiktok #janjijiwacoffee ,0,https://www.tiktok.com/@caramelow15/video/7483049390681197829,882,Janji Jiwa,7,Tuesday
22800,yud.explore,7,1,2025-04-06 02:34:52+00:00,94,False,Jakarta,Kopi Janji Jiwa & Jiwa Toast - Apartemen Laguna,0,#janjijiwacoffee #janjijiwa ,21,https://www.tiktok.com/@yud.explore/video/7490023048133741831,5106,Janji Jiwa,2,Sunday
1588,teyaeee,27,0,2025-07-08 01:34:47+00:00,91,False,Purworejo,Kopi Janji Jiwa & Jiwa Toast - Ruko Mayjen Soetoyo Purworejo,14,#purworejo #kutoarjo #janjijiwa #janjijiwatoast #janjijiwacoffee #janjijiwapromo ,0,https://www.tiktok.com/@teyaeee/video/7524518479517568264,22500,Janji Jiwa,1,Tuesday
