authorMeta/fans,authorMeta/name,collectCount,commentCount,createTimeISO,diggCount,isSponsored,locationMeta/locationName,shareCount,text,videoMeta/duration,webVideoUrl,playCount,brand,brand_encoded,day,hour,hour_idn,tanggal,hari_encoded,username_encoded,kota_Ada,kota_Ambon,kota_Bandung City,kota_Bandung Regency,kota_Banggai Regency,kota_Banjarmasin,kota_Banyumas Regency,kota_Batam,kota_Bekasi City,kota_Bekasi Regency,kota_Blora,kota_Bogor Regency,kota_Cianjur,kota_Cilacap,kota_Cilegon,kota_Cimahi,kota_Cirebon,kota_Cirebon City,kota_Deli Serdang Regency,kota_Denpasar City,kota_Depok,kota_East Kotawaringin Regency,kota_Fontana,kota_Fremantle,kota_Gowa Regency,kota_Grand Bay,kota_Grobogan Regency,kota_Irving,kota_Jakarta,kota_Jambi City,kota_Jeddah,kota_Jember,kota_Jepara,kota_Kendal,kota_Kota Karawang,kota_Kuningan,kota_Malang City,kota_Malang Regency,kota_Manado,kota_Mataram,kota_Morowali Regency,kota_Pasuruan Regency,kota_Pekalongan,kota_Pekanbaru,kota_Pemalang,kota_Ponorogo Regency,kota_Purworejo,kota_Samarinda,kota_Sawah Lunto,kota_Semarang City,kota_Semarang Regency,kota_Singapore,kota_Sleman,kota_South Tangerang,kota_Surabaya,kota_Surakarta City,kota_Tagaytay,kota_Tangerang City,kota_Tangerang Regency,kota_Tasikmalaya City,kota_Tegal City,kota_Unknown,kota_Weymouth and Portland,kota_Wonogiri,kota_nan
48,u3coffeecrew,0,0,2025-03-22 12:04:06+00:00,4,0,Unknown,0,"We want to know—what’s your go-to U3 Coffee drink? Cast your vote & let us know why it’s your favorite!
🔹 Cold Brew – Smooth, bold & packed with energy
🔹 Latte – Creamy, dreamy & the perfect balance of espresso & milk
🔹 Espresso – Short, strong & straight to the point
Drop your pick in the comments & tag a friend who needs to try your favorite! 👇
#u3coffee #unitedbycoffee #coffee #coffeelife #drinkpoll #fuelyourday",10,https://www.tiktok.com/@u3coffeecrew/video/7484603015735905579,105,Fore Coffee,0,Sabtu,12,12,2025-03-22,6,184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
913,buttercreamlattee1,5,0,2025-06-20 16:05:48+00:00,43,0,BIGmall Samarinda,61,,14,https://www.tiktok.com/@buttercreamlattee1/video/7518063405937233158,1190,Fore Coffee,0,Jumat,16,16,2025-06-20,5,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1184,elaineshine,2,0,2024-12-26 15:35:44+00:00,67,0,Unknown,1,Coffe taste better/made in fire!#kabyle♓️♓️♓️♓ #usa🇺🇸tiktok #algeria🇩🇿 ,45,https://www.tiktok.com/@elaineshine/video/7452744600445340959,635,Fore Coffee,0,Kamis,15,15,2024-12-26,4,53,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
13,xx_spoileralert_xx,1,0,2025-01-31 20:52:40+00:00,24,0,Unknown,0,treating RoFo like a Korean convenience store 💙💚 #icedcoffee #rofo #korea #🇺🇲🇰🇷 ,24,https://www.tiktok.com/@xx_spoileralert_xx/video/7466185228390911278,759,Fore Coffee,0,Jumat,20,20,2025-01-31,5,196,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
255,ofeecoffee,1,1,2024-06-26 09:35:23+00:00,14,0,Pemkab Tulungagung,9,New Vibes 🤌,28,https://www.tiktok.com/@ofeecoffee/video/7384743224029596934,2759,Fore Coffee,0,Rabu,9,9,2024-06-26,3,134,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
33600,forecoffee.id,21,11,2025-07-24 06:24:37+00:00,221,0,Unknown,12,"Siapa di sini fans Buttercream Tiramisu Latte? 🙋‍ 

Rasa kopi susu praline berpadu dengan creamy-nya buttercream tiramisu emang selalu bikin nagih!Setiap tegukannya sukses bikin hati meleleh 🫠 

Kali ini Rizky, barista Fore Coffee Wolter Monginsidi, bakal bongkar rahasia di balik kelezatan menu favoritmu itu 🤫

Penasaran kan rahasia di balik Buttercream Tiramisu Latte? Yuk, tonton videonya sampai habis!

#ForeCoffee #BaristaStory",35,https://www.tiktok.com/@forecoffee.id/video/7530530537610693906,6308,Fore Coffee,0,Kamis,6,6,2025-07-24,4,63,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2675,kayyieshere,44,16,2025-05-12 14:09:28+00:00,693,0,Unknown,34,"beginner friendly sih, asal makan nasi dlu ya😊 #fore #coffee ",12,https://www.tiktok.com/@kayyieshere/video/7503561114882493704,14600,Fore Coffee,0,Senin,14,14,2025-05-12,1,101,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
87,foresthreerawalumbu,63,2,2025-07-02 07:58:23+00:00,122,0,"Foresthree Coffee & Kitchen, Rawalumbu Bekasi",11,#fpyシ #trend #coffeetiktok cuss jangan lupa mampirr🤗🤗@Foresthree Coffee ,13,https://www.tiktok.com/@foresthreerawalumbu/video/7522390816392776966,2146,Fore Coffee,0,Rabu,7,7,2025-07-02,3,68,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,plateby.plate1,114,3,2025-01-27 04:13:00+00:00,210,0,Unknown,27,"how to make frothy ice coffee! ☕️ 

#fyp #foryoupage #coffee #icecoffeetiktok #coffeetiktok #coffeetime #coffeetok ",36,https://www.tiktok.com/@plateby.plate1/video/7464443451938032914,9659,Fore Coffee,0,Senin,4,4,2025-01-27,1,144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
74,kisugenk,1,0,2025-05-16 08:46:19+00:00,21,0,South Jakarta,2,"nyobain fore experience yang baru buka. honest review tempatnya nyaman banget. kemarin nyobain manual brew, pakai beans lokal dan enak banget sih. #fore #forecoffee #foreexperience #coffeeshopjakarta ",34,https://www.tiktok.com/@kisugenk/video/7504962167993601286,608,Fore Coffee,0,Jumat,8,8,2025-05-16,5,106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6180,retnx,14,14,2025-04-02 03:43:14+00:00,114,0,Unknown,19,"Replying to @Rusia Esterlina yes 💯!!!
Baru beberapa waktu lalu cobain yang kopi tani. Bener, enakkk! 

#fore #forecoffee #foreciledug ",27,https://www.tiktok.com/@retnx/video/7488556328508558600,8014,Fore Coffee,0,Rabu,3,3,2025-04-02,3,155,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
24600,digivestasi,15,17,2025-04-17 13:25:06+00:00,95,0,Unknown,13,"Fore Coffee resmi IPO dan langsung naik 34%! Keren sih, tapi jangan asal ikut-ikutan cuma karena rame. Investasi itu bukan buat yang gampang FOMO, tapi buat yang siap riset dan tahan risiko.

Nah, gimana menurut kalian? Saham Fore ini layak dikoleksi atau mending nunggu dulu?

#investasi #investasisaham #saham #ipo #fore #forecoffee ",45,https://www.tiktok.com/@digivestasi/video/7494272539800210743,11800,Fore Coffee,0,Kamis,13,13,2025-04-17,4,45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
51,forecoffeesg,0,0,2023-12-29 04:42:43+00:00,10,0,Bugis Junction,0,Going into the weekend like…  #sgcafehopping #singaporetiktok #sgcafe #sgtiktok #ForeCoffeeSingapore#fypシ,12,https://www.tiktok.com/@forecoffeesg/video/7317872442452577538,1156,Fore Coffee,0,Jumat,4,4,2023-12-29,5,64,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1009,what.aloser0,7,27,2025-06-24 14:13:48+00:00,356,0,The Roastery Coffee Co. Grand Bay,11,"I think you should come get coffee 😌. 

OPEN NOW 6 AM TO 6 PM EVERYDAY! 
Closed Sundays 
@TheRoasterycoffeeco ",6,https://www.tiktok.com/@what.aloser0/video/7519518660168256823,3773,Fore Coffee,0,Selasa,14,14,2025-06-24,2,193,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33600,forecoffee.id,2,5,2025-07-23 04:41:22+00:00,19,0,Unknown,5,"Kantong senang, kebutuhan ngopi aman dengan promo Rabu Cermat pakai BCA 🥳✨

Setiap hari Rabu, kamu bisa menikmati diskon Rp 15K untuk pembelian menu Fore favoritmu di store dengan QRIS myBCA atau Kartu Kredit BCA!

Syaratnya: 
• Min. pembelian Rp 75K
• Maks 1x transaksi/pengguna/hari
• Tidak berlaku kelipatan/split bill/ digabungkan dengan promo lainnya 
• Hanya berlaku untuk pembelian langsung di store

Buruan kunjungi Fore Store terdekat di kotamu 🏃🏻‍♀️💨

#forecoffee ",18,https://www.tiktok.com/@forecoffee.id/video/7530132849060564231,1721,Fore Coffee,0,Rabu,4,4,2025-07-23,3,63,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
157,slmchyrchmwt,1,0,2024-02-28 06:36:50+00:00,12,0,Unknown,0,Tempat nyaman untuk wfc di Magelang cyeekk #fore #coffee ,18,https://www.tiktok.com/@slmchyrchmwt/video/7340538085165239557,1583,Fore Coffee,0,Rabu,6,6,2024-02-28,3,170,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
72,equilibriocoffeehouse,5,1,2025-07-28 21:19:02+00:00,81,0,Weston,22,"📸📸 
-
#coffe #fyp #funny #barista #coffeeshop #coffeehouse #icedlatte #weston #florida #content #work #tiktok ",9,https://www.tiktok.com/@equilibriocoffeehouse/video/7532245225603960078,1608,Fore Coffee,0,Senin,21,21,2025-07-28,1,55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
257,iqbl_gegz,6,9,2025-04-29 10:59:41+00:00,88,0,Jember,14,"Jember uda ada fore coffe, ga perlu jauh jauh ke sby🤩. #forecoffee #jember24jam #cafejember #kulinerjember ",12,https://www.tiktok.com/@iqbl_gegz/video/7498688092098891063,5256,Fore Coffee,0,Selasa,10,10,2025-04-29,2,85,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4315,coffeenutzz,23,3,2025-08-07 00:30:51+00:00,639,0,Coffee Nutzz,38,"Who needs coffee when our manager gives us energy ✨

#coffeenutzz #barista #fyp #rialtoca #sanbernardino #fypシ ",9,https://www.tiktok.com/@coffeenutzz/video/7535634542019841311,4950,Fore Coffee,0,Kamis,0,0,2025-08-07,4,39,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33600,forecoffee.id,9,5,2025-05-24 10:17:23+00:00,49,0,Unknown,7,"Pengen bisa nikmatin Buy 1 Get 1 terus tiap bulan? Langganan ngopi pakai MyFore Plan dong!🙌🏽

Cukup berlangganan mulai dari Rp9K setiap bulannya, kamu bisa nikmati berbagai keuntungan kayak gini! 

Kapan lagi bisa ngopi sehemat ini! Yuk, langganan MyFore Plan sekarang hanya di aplikasi Fore Coffee📲

#ForeCoffee",18,https://www.tiktok.com/@forecoffee.id/video/7507954323033410824,5883,Fore Coffee,0,Sabtu,10,10,2025-05-24,6,63,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
255,ofeecoffee,5,1,2024-11-23 14:19:29+00:00,44,0,Tulungagung,31,Selamat malam minggu 😛,45,https://www.tiktok.com/@ofeecoffee/video/7440479198910745911,3489,Fore Coffee,0,Sabtu,14,14,2024-11-23,6,134,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3167,tasikasikfood,10,1,2025-07-07 10:59:38+00:00,39,0,Fore Coffee - Yudanegara,7,"sesekali kamu harus mampir sih kesini 🤩
#tasikasikfood #tasikasik #tasik #tasikmalaya #yukgaskeun #fore #forecoffee #fyp ",34,https://www.tiktok.com/@tasikasikfood/video/7524292953347525893,2998,Fore Coffee,0,Senin,10,10,2025-07-07,1,177,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
33600,forecoffee.id,0,3,2025-07-25 06:56:49+00:00,49,0,Unknown,1,"Siapa yang minuman favoritnya Choco Cookies Shake juga coba angkat tangannya di kolom komentar ☝🏻

Buat kamu yang belum coba, yuk cobain Choco Cookies Shake, varian Fore Junior yang kolaborasi bareng Jumbo yang pas banget buat nemenin petualangan kamu setiap hari 🏃🏻‍♀️💨

Ajak keluargamu buat cobain juga ya! Mumpung ada promo paket bundle mulai dari Rp49K, khusus pembelian di aplikasi Fore 📲

#ForeCoffee ",48,https://www.tiktok.com/@forecoffee.id/video/7530909926776999176,2044,Fore Coffee,0,Jumat,6,6,2025-07-25,5,63,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
30600,claudiofernandi,12,5,2024-10-08 04:08:29+00:00,59,0,Unknown,10,3 minuman enak di fore #fore #coffee ,20,https://www.tiktok.com/@claudiofernandi/video/7423251801740283141,23900,Fore Coffee,0,Selasa,4,4,2024-10-08,2,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,blendbuzz2,0,0,2025-08-07 11:15:35+00:00,0,0,Unknown,0,#coffeetime #coffeeshop #coffeetiktok ,39,https://www.tiktok.com/@blendbuzz2/video/7535800665268931870,1,Fore Coffee,0,Kamis,11,11,2025-08-07,4,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
26400,babahriyan,20,4,2023-09-09 05:36:12+00:00,172,0,Sawah Lunto,33,"FOOD, COFFEE & CHILL.

#coffeeshop #fyp #fypシ ",10,https://www.tiktok.com/@babahriyan/video/7276695801345182981,14700,Fore Coffee,0,Sabtu,5,5,2023-09-09,6,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
978,fores.coffe,7,19,2021-09-20 17:11:01+00:00,113,0,Unknown,2,البوكس في10 حبات 5 قهوه ملونه5 مهيتو ملون - العرض لمده محدوده لحقو 😂🏃🏻‍♀️ #الشعب_الصيني_ماله_حل😂😂 #مشروعي_الصغير #قهوه #مهيتو #foryou,6,https://www.tiktok.com/@fores.coffe/video/7010064631683190018,1630,Fore Coffee,0,Senin,17,17,2021-09-20,1,65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
54800,nawangnov,1,6,2025-07-27 08:52:54+00:00,40,0,FORREST CAFE,0,"Bukan pecinta kopi, tapi Caramel Praline Macchiato ini enyakkk 👍👍
#fore #cooffee #caramelmacchiato ",19,https://www.tiktok.com/@nawangnov/video/7531681996796431672,738,Fore Coffee,0,Minggu,8,8,2025-07-27,7,130,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
675,clairessupersecret11,0,2,2025-03-28 03:18:14+00:00,96,0,Unknown,0,fire coffee,10,https://www.tiktok.com/@clairessupersecret11/video/7486694426233015582,1118,Fore Coffee,0,Jumat,3,3,2025-03-28,5,36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
16900,febulove0610,0,1,2025-07-28 20:14:50+00:00,23,0,Unknown,1,#coffee ☕️ ,23,https://www.tiktok.com/@febulove0610/video/7532228688587377975,525,Fore Coffee,0,Senin,20,20,2025-07-28,1,60,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6188,iqbalxmohamad,22,3,2025-03-05 06:27:43+00:00,122,0,"Fore Coffee, Tikala",53,One of my favorite coffee shops in town #fore #coffee #manado ,18,https://www.tiktok.com/@iqbalxmohamad/video/7478208328363969800,6481,Fore Coffee,0,Rabu,6,6,2025-03-05,3,84,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
909,satriansyah_d_putra01,3,2,2025-07-27 13:41:49+00:00,218,0,Unknown,2,"weekend day #fyppppppppppppppppppppppp 
#fypシ゚ 
#fypage 
#forecoffee 
#bencollenmallbengkulu ",27,https://www.tiktok.com/@satriansyah_d_putra01/video/7531756455918095621,4983,Fore Coffee,0,Minggu,13,13,2025-07-27,7,163,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
47,fordaicedcoffee,0,6,2025-01-22 09:14:54+00:00,11,0,Thailand,2,Nakakatawa yung hindi namin napanindigan hanggang last day 🤪😂🇹🇭 #fyppppppppppppppppppppppp #thailand🇹🇭 #traveltrend,10,https://www.tiktok.com/@fordaicedcoffee/video/7462665821098151189,224,Fore Coffee,0,Rabu,9,9,2025-01-22,3,61,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
542,mycoffeedose,10,0,2025-08-06 12:39:37+00:00,480,0,Unknown,0,"""There’s something oddly satisfying about watching coffee swirl into cold milk... 🌀🧋""#IcedCoffeeVibes  
#LatteInspo  
#CoffeeReel  
#CoffeeReelsDaily  
#HomeCafeSetup  
#CoffeeAesthetic  
#EspressoShot  
#PourOverMagic  
#MinimalCoffee  
#BrewWithMe #CoffeeTherapy  
#CoffeeMood  
#CoffeeVibes  
#VisualCaffeine  
#ReelCoffee  
#CafeVibes  
#ChillBrew  
#SlowMornings  
#MorningRituals  
#IcedLatteLove #fyp #sabrinacarpenter #dubai #morocco #morocco🇲🇦 #trend #boost ",30,https://www.tiktok.com/@mycoffeedose/video/7535451281440165125,8671,Fore Coffee,0,Rabu,12,12,2025-08-06,3,128,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1205,iimrrwah,31,3,2025-07-30 12:17:48+00:00,271,0,Unknown,6,#coffee #cozyvibes #coffeelover #fyp,10,https://www.tiktok.com/@iimrrwah/video/7532848063413619975,3012,Fore Coffee,0,Rabu,12,12,2025-07-30,3,79,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6090,lovasiregar09,0,5,2024-07-17 12:48:03+00:00,25,0,Fore Coffee - Citraland Helvetia Medan,0,"masih ada yg belum kesini??
#fyp #fypp #medan #kotamedan #coffee #forecoffee #coffeetiktok ",46,https://www.tiktok.com/@lovasiregar09/video/7392585668423257349,1404,Fore Coffee,0,Rabu,12,12,2024-07-17,3,113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
255,ofeecoffee,0,0,2024-06-30 13:01:14+00:00,10,0,Tulungagung,8,✨✨,20,https://www.tiktok.com/@ofeecoffee/video/7386280621104041222,2661,Fore Coffee,0,Minggu,13,13,2024-06-30,7,134,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
913,buttercreamlattee1,5,0,2025-06-20 12:46:28+00:00,75,0,Sungai Mahakam,66,,12,https://www.tiktok.com/@buttercreamlattee1/video/7518012043404856581,1312,Fore Coffee,0,Jumat,12,12,2025-06-20,5,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,fordaicedcoffee,0,2,2025-02-17 13:27:30+00:00,16,0,"Barangay Maitim,Tagaytay",0,"Sorry, Shadow HAHAHAHAHAHA",36,https://www.tiktok.com/@fordaicedcoffee/video/7472379120370994449,256,Fore Coffee,0,Senin,13,13,2025-02-17,1,61,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1413,suk_maaa,4,2,2025-05-25 10:13:24+00:00,140,0,Fore Coffee - Citraland Celebes,2,"Kalau kopimu bikin jantungmu berdebar-debar,mungkin tadi kamu mengaduknya pakai perasaan,bukan pakai sendok 😂 btw jangan lupa ngopi di 📍Fore coffee,citraland celebes #forecoffee ",10,https://www.tiktok.com/@suk_maaa/video/7508324384696700168,4160,Fore Coffee,0,Minggu,10,10,2025-05-25,7,174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
